run id,generation,max.fitness,mean.fitness,min.fitness,std.fitness,set of enemies  
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
14:54,30,53.7124,42.7034,3.9982,10.115,1 5 7
