set of enemies,enemy_weights,run id,gen,train_max.fitness,train_mean.fitness,train_min.fitness,train_std.fitness,train_max.gain,train_mean.gain,train_min.gain,train_std.gain,test_max.fitness,test_mean.fitness,test_min.fitness,test_std.fitness,test_max.gain,test_mean.gain,test_min.gain,test_std.gain
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,12:52,validation,0,0.0,0,0.0,0,0.0,0,0.0,37.287318,28.13654,20.968041,3.469752,2.096208,-11.050141,-20.332825,4.049601
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,0,8.884607,-4.995846,-9.348074,3.832368,-11.880969,-90.316328,-116.592961,28.480428,9.572062,-5.129592,-9.367113,4.117792,-17.993761,-90.733185,-120.325029,29.492167
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,1,23.980769,-2.293179,-5.985429,6.192752,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,2,34.393671,3.586052,-5.54701,8.658777,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,3,34.393671,9.33549,1.399162,8.443034,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,4,42.580209,16.483768,6.246662,8.854186,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,5,42.580209,25.442713,18.426938,5.399036,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,6,42.580209,28.499196,23.650478,4.971668,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,7,42.580209,29.80747,24.749377,4.721189,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,8,46.635243,32.016342,25.078853,4.902119,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,9,48.103302,34.676625,29.609438,4.25266,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,10,48.103302,35.581758,30.783759,3.929217,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,11,48.370309,36.600882,31.820733,4.083737,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,12,48.370309,37.882629,34.099285,3.732148,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,13,48.370309,38.232407,34.374862,3.622051,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,14,48.370309,38.687499,34.697675,3.522279,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,15,48.389151,39.333968,35.259119,3.630124,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,16,48.389151,39.882804,36.112724,3.343299,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,17,48.389151,40.849832,38.045641,3.256542,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,18,48.389151,41.220483,38.311094,3.284465,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,19,48.389151,41.781725,38.374958,3.278713,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,20,48.389151,41.973606,38.456924,3.150716,-11.880969,-90.316328,-116.592961,28.480428,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.05 0.2 0.2 0.05 0.05 0.2 0.05 0.2,18:57,validation,0,0.0,0,0.0,0,0.0,0,0.0,36.209505,32.927522,27.100087,1.820193,-5.363643,-9.044899,-15.147131,2.260736
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,0,35.087051,-2.023244,-8.557881,9.310073,6.54772,-82.827355,-100.0,31.623884,23.332598,-4.337603,-9.34167,6.755852,-7.593306,-91.441561,-118.59699,30.748373
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,1,35.087051,0.383181,-5.839465,9.709224,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,2,35.087051,7.788178,-1.476712,7.096228,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,3,35.087051,10.823057,7.086047,6.223824,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,4,35.087051,12.294079,7.67812,6.479735,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,5,39.240202,14.660542,8.130954,8.333125,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,6,39.240202,18.612674,8.308917,8.84429,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,7,39.240202,22.263954,11.930834,7.48464,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,8,64.326049,26.989002,17.3508,10.19287,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,9,64.326049,28.59506,20.259778,9.454507,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,10,64.326049,31.38631,21.646077,8.536843,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,11,64.326049,34.549344,25.920219,8.046796,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,12,64.326049,35.29162,27.008842,7.668165,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,13,64.326049,37.476251,30.156507,7.36194,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,14,64.326049,38.872995,30.469162,7.447051,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,15,64.326049,39.768599,32.683991,6.853104,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,16,64.326049,40.523016,34.663147,7.271346,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,17,64.326049,40.861435,34.894956,7.263234,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,18,66.157975,42.975054,35.035602,8.645149,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,19,66.157975,44.0208,35.087051,8.096053,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,20,66.157975,44.564095,36.266138,7.848285,6.54772,-82.827355,-100.0,31.623884,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,24:54,validation,0,0.0,0,0.0,0,0.0,0,0.0,38.563368,28.80401,17.284446,4.635475,0.971201,-7.120514,-20.770359,4.681587
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,0,42.570355,-0.961958,-9.24181,11.089171,11.445039,-78.381457,-100.0,31.349344,24.715679,-3.436501,-12.066347,7.810107,-0.162467,-85.022924,-118.59699,36.676989
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,1,42.570355,2.373012,-5.816302,11.268306,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,2,42.570355,12.253022,-1.334119,11.483021,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,3,48.252838,17.218844,7.088773,11.597146,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,4,69.910438,24.402801,8.290102,13.413799,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,5,69.910438,30.506134,14.149031,11.124327,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,6,69.910438,34.581247,24.397023,9.33137,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,7,72.149224,38.587326,26.647088,10.598812,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,8,72.149224,43.551964,32.639132,10.24198,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,9,72.149224,45.294582,36.401601,10.021556,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,10,72.149224,49.201539,38.581925,11.217368,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,11,72.149224,53.233227,40.90067,9.873582,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,12,72.149224,55.405998,44.518888,8.672965,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,13,72.149224,57.470283,47.202023,7.998485,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,14,72.149224,58.73364,47.280093,7.359583,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,15,72.149224,59.537485,48.252838,6.806692,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,16,72.149224,60.253286,50.248542,6.445418,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,17,72.149224,60.857503,52.304939,6.082937,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,18,72.149224,62.454631,52.412752,5.650523,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,19,72.489872,65.102883,56.362442,4.294743,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,20,72.489872,66.076837,58.529876,3.460672,11.445039,-78.381457,-100.0,31.349344,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,30:47,validation,0,0.0,0,0.0,0,0.0,0,0.0,40.204853,37.109739,31.290951,1.902429,5.081461,-4.421703,-9.476463,3.309195
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,0,10.874135,-4.768246,-11.349883,4.10467,1.289532,-89.465018,-100.0,27.769369,7.227291,-6.270629,-17.066089,3.478546,0.061904,-97.975781,-120.571891,26.736184
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,1,22.426459,-0.593265,-5.858151,7.329299,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,2,43.542017,7.168615,-5.657843,10.093843,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,3,43.542017,12.413902,7.045845,8.075449,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,4,43.542017,15.750161,7.530201,9.186107,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,5,43.542017,18.881711,9.02717,8.453091,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,6,48.046692,21.958078,12.021575,9.58066,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,7,48.046692,24.649247,14.568053,9.247063,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,8,57.028824,27.918865,17.39119,9.472335,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,9,57.028824,28.826313,19.091481,8.878389,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,10,57.028824,31.860606,22.426459,7.690108,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,11,57.028824,33.502447,25.015403,6.993657,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,12,57.028824,35.85134,28.020544,5.978907,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,13,57.028824,37.165863,30.522101,5.201007,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,14,57.028824,38.247915,32.028984,4.818778,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,15,57.028824,38.623579,34.465308,4.619982,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,16,57.028824,39.399279,34.577959,4.742341,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,17,57.028824,39.584991,34.60174,4.621291,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,18,57.028824,40.218842,34.84112,4.769323,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,19,57.028824,40.759462,34.984465,4.98988,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,20,75.170756,42.451938,35.06037,7.135893,1.289532,-89.465018,-100.0,27.769369,0,0.0,0,0.0,0,0.0,0,0.0
1 2 3 4 5 6 7 8,0.0 0.25 0.25 0.0 0.0 0.25 0.0 0.25,36:28,validation,0,0.0,0,0.0,0,0.0,0,0.0,39.246363,28.483223,14.037209,5.175841,5.731824,-8.472281,-27.058776,6.169303
