run id,generation,max.fitness,mean.fitness,min.fitness,std.fitness,set of enemies  
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
14:34,30,33.0874,24.117,-5.7947,8.8462,1 2 3 4 5 6 7 8
