run id,generation,max.fitness,mean.fitness,min.fitness,std.fitness,set of enemies  
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
14:05,30,90.3465,85.1537,32.8553,11.5302,5 7 8
